ClientID,Product-Type-A,Product-Type-B,Product-Type-C,Longitude,Latitude
3751,12,5,7,-74.11308711106295,4.562697603134824
3752,12,6,10,-74.08378064975683,4.586263577637525
3753,12,5,2,-74.07309195640059,4.581271798222917
3754,12,2,10,-74.12553541658056,4.722911821074356
3755,12,1,1,-74.12833222578973,4.56046228449299
3756,12,5,1,-74.05128764359591,4.674608029132339
3757,8,3,1,-74.09087868012256,4.775139111078
3758,10,7,10,-74.09688325812645,4.557566260918111
3759,9,10,10,-74.03535863546482,4.7366966889564734
3760,12,6,6,-74.126217612121,4.560436417743671
3761,12,6,10,-74.05972959292124,4.769959789612806
3762,9,8,5,-74.06262821616933,4.628362281490796
3763,12,1,9,-74.07575518212815,4.696925073041008
3764,9,9,5,-74.0506610284371,4.767194413939686
3765,12,5,10,-74.042170078131,4.716326910612705
3766,12,2,5,-74.10247908034938,4.752431080245381
3767,12,5,6,-74.08460886380315,4.679405691538667
3768,12,7,5,-74.13217635046975,4.6685570317394784
3769,12,4,8,-74.1299428199765,4.632887440961063
3770,12,3,10,-74.04286802352439,4.730328830857897
3771,12,1,4,-74.15590073632279,4.623472681351728
3772,12,5,9,-74.11847582740778,4.646079879911601
3773,12,2,10,-74.14093510909127,4.68455778673856
3774,12,7,9,-74.0940259877937,4.63599978617664
3775,12,2,8,-74.08949021349518,4.683883369788791
3776,12,4,10,-74.13459147092716,4.593746869048572
3777,12,8,8,-74.17079229914485,4.589363727716009
3778,11,5,10,-74.12178009510414,4.601781510364958
3779,12,8,2,-74.06519328772622,4.748309558105518
3780,12,4,9,-74.0612686194418,4.659898511275885
3781,10,4,9,-74.09661989426385,4.709121584254408
3782,12,3,1,-74.13677135825941,4.655188564364889
3783,12,1,5,-74.11141348996622,4.524807545213602
3784,5,3,3,-74.13438665863133,4.5984022713293005
3785,12,5,10,-74.12302171930153,4.624627303673175
3786,12,2,8,-74.07384023402602,4.732579578888076
3787,12,5,2,-74.10862677496766,4.723873148204093
3788,12,6,7,-74.12185966712711,4.69416054148515
3789,12,1,10,-74.06431531528084,4.673617953435705
3790,12,1,5,-74.12722118858788,4.606858383411288
3791,12,2,4,-74.046836703602,4.660829935095424
3792,12,5,10,-74.04560862160268,4.671768314613269
3793,11,4,2,-74.06105879276087,4.700651231239371
3794,12,2,9,-74.09415586958676,4.627124407085333
3795,12,2,1,-74.06553807327688,4.708052409659165
3796,12,2,8,-74.08885312188504,4.6322536397854615
3797,12,5,10,-74.08687750447122,4.753579484398904
3798,12,7,9,-74.06902303483193,4.7010764274308645
3799,12,1,6,-74.13896392989908,4.713399681938072
3800,12,7,1,-74.10545559175446,4.717971453092006
3801,12,7,10,-74.1283823247948,4.5819065905205925
3802,12,2,10,-74.08266349614453,4.749375433037027
3803,12,3,3,-74.11272254903824,4.675843424760178
3804,12,4,8,-74.11395805888762,4.510526552034814
3805,12,2,8,-74.06345217322338,4.679998481537254
3806,12,7,9,-74.09350798532988,4.601607969338489
3807,12,8,2,-74.12467115901134,4.5090634210372205
3808,12,3,3,-74.03041426653299,4.760669280549642
3809,12,7,9,-74.09613333866926,4.602202440179215
3810,12,6,2,-74.08947390737741,4.684159504972544
3811,12,9,10,-74.05000897337707,4.716122573165867
3812,12,8,4,-74.0655628791675,4.722407490530443
3813,9,8,6,-74.16360087670672,4.594803468925257
3814,12,9,10,-74.09909748114207,4.6355564781313925
3815,8,1,7,-74.10795086551926,4.664600183104496
3816,12,4,9,-74.08329225742048,4.729846706384183
3817,10,3,10,-74.12156927486755,4.644162109493768
3818,12,5,10,-74.13971804119522,4.668428729576644
3819,12,7,10,-74.14745671440649,4.564374795615833
3820,12,7,6,-74.08390973828931,4.722264448433483
3821,12,6,4,-74.09360698336825,4.5598866831621
3822,12,2,8,-74.069805280653,4.684055595104414
3823,12,6,7,-74.11884420273705,4.614481389976931
3824,12,1,2,-74.09484054612975,4.703938733811481
3825,12,7,2,-74.03506051299429,4.799306113123807
3826,12,6,10,-74.0756026404225,4.582484221357993
3827,12,1,7,-74.13025906612675,4.659095596674105
3828,10,3,7,-74.11448732242306,4.699641787731111
3829,10,6,10,-74.09022398373709,4.611088696015948
3830,12,1,1,-74.08017462298803,4.694825558372688
3831,9,3,2,-74.10282726234142,4.624950376377888
3832,12,10,5,-74.14281928692333,4.6090625842366135
3833,12,2,4,-74.09511543955608,4.729935656734592
3834,11,7,3,-74.09110130253208,4.716722794830637
3835,12,3,9,-74.11447881825565,4.61639103004336
3836,12,5,4,-74.09902862981156,4.604730138811808
3837,12,5,10,-74.02780068050464,4.708803902236725
3838,12,10,8,-74.15706453118194,4.595890415094425
3839,12,6,10,-74.15022536266078,4.561817930060395
3840,12,9,9,-74.0589313606523,4.70112242387792
3841,12,6,6,-74.19855461462036,4.641025486427644
3842,12,1,6,-74.10514792044368,4.593448934805109
3843,12,6,8,-74.07198624845692,4.646230485920366
3844,12,4,10,-74.08839117826018,4.699596928680317
3845,12,7,2,-74.11647053340019,4.603991115746565
3846,12,7,10,-74.01823370835956,4.734705386435732
3847,12,9,10,-74.0534374529689,4.654345107159388
3848,9,4,3,-74.09662148893274,4.5736332234489305
3849,8,5,4,-74.13812735051954,4.666324924611929
3850,12,4,8,-74.09419277227404,4.61867906465164
3851,12,8,4,-74.04586370983205,4.738563507575964
3852,12,3,6,-74.09695788999629,4.552909114698375
3853,12,7,6,-74.14432707358202,4.648294981107001
3854,12,4,4,-74.17420001681965,4.617503183226689
3855,12,5,1,-74.0623182048409,4.705410198497456
3856,12,6,3,-74.10899126786033,4.537317899472309
3857,12,3,10,-74.09405068652569,4.612269758288863
3858,12,3,7,-74.12021949094162,4.663598013844781
3859,12,8,2,-74.12069135975061,4.60495474895769
3860,12,10,10,-74.18961171618157,4.6323747088093326
3861,12,4,10,-74.08627584568751,4.551680942226479
3862,12,1,3,-74.08528801743451,4.732159345483416
3863,7,1,10,-74.0811841953853,4.720322835573537
3864,12,6,7,-74.10254531659055,4.551046142959019
3865,12,6,3,-74.08309651248386,4.501168627220598
3866,7,1,1,-74.12591611107753,4.649488420736645
3867,8,4,3,-74.08753649531072,4.738074667735526
3868,6,6,8,-74.07549036039633,4.729625624420395
3869,10,10,10,-74.10249562444307,4.505475611769191
3870,12,5,7,-74.02228078739118,4.820979424488171
3871,12,4,9,-74.11868161683553,4.557323972712035
3872,12,4,6,-74.04504671661998,4.661028031516132
3873,12,5,1,-74.09760815947578,4.68653003867592
3874,12,1,5,-74.0810840750996,4.749552428402115
3875,12,3,10,-74.09344274316825,4.645522086540905
3876,10,1,7,-74.12952403184951,4.653111664145509
3877,12,4,3,-74.08598373966507,4.765455233096439
3878,12,4,4,-74.1465473013325,4.616872012153902
3879,12,7,10,-74.04204070897315,4.72072272257419
3880,12,1,8,-74.11909967884506,4.695565759527471
3881,11,2,1,-74.11076458099365,4.610703670910536
3882,12,3,6,-74.09178204787219,4.579253212019329
3883,12,3,10,-74.03768154201966,4.751586847336331
3884,12,7,2,-74.1250095681679,4.645010596032954
3885,12,2,9,-74.11507586664369,4.742456859217671
3886,12,3,1,-74.08252221723191,4.498318818264788
3887,12,4,8,-74.0628185416207,4.703171521041233
3888,12,8,6,-74.09097640914695,4.774201691633216
3889,12,10,1,-74.088839523654,4.583482558018585
3890,12,6,1,-74.0424202885186,4.656363513799547
3891,12,5,5,-74.11651495242343,4.64361297780456
3892,12,8,10,-74.14972130894441,4.691547236692552
3893,12,3,5,-74.06804188116817,4.694652803132248
3894,12,7,3,-74.10375861254697,4.660004114442455
3895,12,5,10,-74.12104117976331,4.580215855470514
3896,12,7,7,-74.037624141583,4.731409791092474
3897,12,5,7,-74.09516738138811,4.582723359106597
3898,12,4,7,-74.07751053894872,4.698154078746539
3899,12,1,7,-74.09879199057924,4.636074232836289
3900,12,5,1,-74.07015888738123,4.757992386960938
3901,12,7,1,-74.10896463167576,4.596935685787837
3902,12,4,6,-74.04015285715242,4.720943173914806
3903,6,1,4,-74.12254862553966,4.622098446672815
3904,12,6,1,-74.09769627377123,4.582078639147176
3905,12,8,10,-74.06727278759654,4.769054164044582
3906,12,6,6,-74.0991668253155,4.734996360964928
3907,12,7,1,-74.05493656366552,4.656548778191258
3908,12,10,7,-74.05358449640174,4.713486392269194
3909,12,6,8,-74.10436293300708,4.617467303805762
3910,12,9,1,-74.1552593707167,4.585114233981605
3911,12,4,10,-74.13755329553626,4.618329903748183
3912,12,2,6,-74.08798182271565,4.7460427988003495
3913,12,4,10,-74.09258790905717,4.629009226212652
3914,12,6,8,-74.13921560154674,4.621939198742278
3915,12,2,7,-74.10421402942244,4.587058883189937
3916,12,4,3,-74.101237637149,4.66073213943693
3917,9,9,10,-74.1562750614725,4.639058094827109
3918,12,2,2,-74.11348668371141,4.599492857609965
3919,12,6,1,-74.07971858915316,4.763428508862437
3920,12,10,10,-74.09845888477588,4.69130389526044
3921,12,6,4,-74.04794454779855,4.704790069803528
3922,12,5,5,-74.07285454646816,4.662368697167603
3923,12,1,10,-74.14016801912672,4.6802984829511605
3924,9,3,9,-74.05255115037988,4.819451712202304
3925,12,1,7,-74.09650425772278,4.729774955610866
3926,12,5,9,-74.12365241210614,4.714262167728128
3927,12,5,7,-74.07672356212785,4.6448475759511885
3928,9,6,2,-74.0785505078507,4.738722582488346
3929,11,1,6,-74.114090855747,4.643478212839191
3930,12,1,3,-74.16587163308445,4.679439979253278
3931,12,3,7,-74.12621102704263,4.681250437740434
3932,12,1,10,-74.17630442211359,4.593349115588383
3933,12,6,10,-74.07146925581041,4.564703397741629
3934,12,6,6,-74.10450372181135,4.617207035183461
3935,11,4,4,-74.15620283617365,4.580944470227547
3936,12,4,4,-74.09051360347526,4.61088665543489
3937,12,6,9,-74.1051232163524,4.584592910350138
3938,11,7,7,-74.08489049793394,4.560044144805213
3939,12,4,4,-74.0385112037382,4.738736258309323
3940,12,2,10,-74.15583779350533,4.647999879024476
3941,12,8,4,-74.12792541824001,4.583311046473656
3942,12,4,9,-74.12562153235247,4.568765926467285
3943,12,5,6,-74.1136671848125,4.559148439235318
3944,9,2,1,-74.09169546486149,4.618766644882992
3945,12,4,6,-74.10180998154674,4.565227986417981
3946,12,6,1,-74.09640419763927,4.693246980962388
3947,12,6,8,-74.10780657777273,4.5783288777523365
3948,12,4,6,-74.10421361046306,4.545093014785004
3949,12,6,9,-74.08278605311953,4.677129242782823
3950,12,7,3,-74.17152496537462,4.629198318693232
3951,9,5,7,-74.10452958513419,4.61533783650465
3952,12,1,10,-74.15588722315923,4.591857282110432
3953,12,3,1,-74.09719883893105,4.558118774715822
3954,12,4,5,-74.13664553486313,4.600782118331609
3955,12,4,9,-74.10553263155005,4.707406948877535
3956,12,10,7,-74.11303792260483,4.604702244208775
3957,12,7,10,-74.13745801463925,4.581411837355487
3958,8,5,5,-74.11412800364081,4.532361410794014
3959,12,6,5,-74.10112655898902,4.748126927109646
3960,12,4,10,-74.09148639845147,4.609745596097425
3961,12,6,1,-74.15531559363457,4.60133027414455
3962,6,2,8,-74.11702635924708,4.611532366884766
3963,9,6,4,-74.09069464136236,4.697662656816225
3964,12,4,3,-74.11726789015704,4.7548915925514175
3965,7,1,3,-74.0671632670821,4.721929405806784
3966,12,2,4,-74.1216867104707,4.653743611010935
3967,12,1,7,-74.05455647864967,4.661533687634216
3968,12,3,7,-74.15174663905766,4.563006022085991
3969,12,8,10,-74.16099224729558,4.621901457118941
3970,12,4,10,-74.04293625888512,4.695326231754975
3971,12,3,7,-74.12796315180653,4.682744367929798
3972,11,6,8,-74.06834150349894,4.74489625190055
3973,11,7,2,-74.11938865756915,4.601947942325221
3974,12,4,10,-74.07546487810622,4.707297728616425
3975,12,8,7,-74.11883770544888,4.712092060630418
3976,12,2,10,-74.10018320654972,4.71124406948531
3977,12,3,10,-74.08400203414755,4.547191770810047
3978,12,5,4,-74.06204256863303,4.720059128287398
3979,12,4,4,-74.08984241098855,4.773604301719791
3980,12,7,4,-74.06672644991126,4.8123586739676165
3981,12,3,8,-74.15929361233587,4.595200316283608
3982,12,5,2,-74.07682230461272,4.615779829933501
3983,10,7,10,-74.14089897003657,4.668708538873188
3984,12,6,10,-74.11397605752013,4.527287926700862
3985,12,7,8,-74.13458315483545,4.606527869157421
3986,12,2,4,-74.17249888526392,4.591072708617539
3987,11,5,10,-74.01554478605966,4.820210213357545
3988,11,4,5,-74.14730850831269,4.588976467542267
3989,12,5,7,-74.14387341147412,4.647429999785259
3990,12,10,10,-74.09337530030014,4.759828714961025
3991,12,7,8,-74.09659550690596,4.545861475464641
3992,12,6,4,-74.06596667509758,4.708325796612877
3993,12,7,8,-74.09242996763263,4.724969777442919
3994,12,6,10,-74.03968920617665,4.748408103406316
3995,12,3,4,-74.15750423649887,4.624211225471556
3996,11,7,2,-74.06726848772593,4.74396351507169
3997,12,7,8,-74.14888272604956,4.648077760614698
3998,12,4,4,-74.07205034296413,4.630292464590176
3999,12,7,2,-74.093097519279,4.567601068761984
4000,12,1,6,-74.04162985643666,4.744245119559579
4001,12,10,2,-74.11344826671076,4.703221043872229
4002,12,6,10,-74.12922449361997,4.591606161909515
4003,12,8,8,-74.07799924339285,4.694633094449824
4004,12,8,10,-74.08923844752434,4.594264770102166
4005,12,5,10,-74.09063541671736,4.594549612588041
4006,12,6,3,-74.16990076316456,4.575740114584912
4007,10,6,10,-74.10913189460912,4.659491447256246
4008,12,4,8,-74.11925614133753,4.587813581729348
4009,12,6,9,-74.05436860354223,4.7146114953124165
4010,12,8,5,-74.11842745142611,4.722214567325413
4011,12,4,9,-74.1500280906076,4.596249386619438
4012,12,6,1,-74.14415312299661,4.665627967845624
4013,12,4,10,-74.0977008323784,4.754184465379653
4014,8,5,1,-74.0900124210466,4.641690276173335
4015,11,5,1,-74.1088315664091,4.689027658499167
4016,12,6,2,-74.04659146991946,4.755843938951166
4017,12,4,10,-74.11381032262453,4.5738263235248935
4018,9,4,3,-74.08568616617829,4.725907247383692
4019,12,3,9,-74.11217597969784,4.70281904061476
4020,12,6,10,-74.0745219657628,4.638881552753063
4021,12,7,2,-74.12735154926644,4.571529518333071
4022,12,5,10,-74.16641017125421,4.617540571625004
4023,12,5,9,-74.1111869309317,4.689959505090312
4024,12,8,7,-74.09713996285028,4.621256863308635
4025,11,4,2,-74.09607530108136,4.691817315308576
4026,12,3,3,-74.10356882315847,4.576606763120159
4027,9,5,5,-74.12083829296631,4.575731584029134
4028,9,1,10,-74.05184249445682,4.660662521836707
4029,12,1,8,-74.13602043895322,4.600291609718078
4030,12,4,2,-74.19694116816687,4.611605363068022
4031,8,6,2,-74.11163487980116,4.524725344720816
4032,12,6,5,-74.16000437505055,4.696571042011668
4033,12,3,9,-74.07652083818681,4.702206628010193
4034,12,5,7,-74.1647406672931,4.612896397871791
4035,12,3,8,-74.038099718264,4.792334827584721
4036,12,6,10,-74.04384625926704,4.739555882012438
4037,12,6,2,-74.11392770786202,4.674938601925488
4038,12,9,8,-74.09092950436067,4.762580882466463
4039,12,1,5,-74.15829753843148,4.585171250523645
4040,12,4,7,-74.05701571914723,4.748984642412953
4041,12,4,1,-74.20209146252266,4.602425660993763
4042,6,7,3,-74.11195005193643,4.675767317353642
4043,12,1,3,-74.06657227793738,4.712488657408512
4044,8,2,6,-74.11325479990701,4.553339181932645
4045,12,8,5,-74.14671066914353,4.680691097157677
4046,12,3,8,-74.15432763263918,4.54840517822148
4047,12,4,10,-74.09235954456348,4.754335404454121
4048,12,4,3,-74.08127367025394,4.72087968291269
4049,12,3,3,-74.08532440979609,4.649062861381387
4050,12,8,2,-74.14721916748474,4.684134816945561
4051,11,6,6,-74.08807899379845,4.737510395430783
4052,12,5,4,-74.12103448725914,4.515638048322971
4053,12,8,10,-74.13806895090855,4.605498580633317
4054,12,4,7,-74.09335124252085,4.715002210866133
4055,9,10,9,-74.11550134599153,4.700823318524964
4056,12,7,3,-74.11350182797035,4.659071431401306
4057,12,5,10,-74.05486035286546,4.82983853915125
4058,12,2,10,-74.17141162581618,4.60789566531046
4059,12,4,2,-74.05729206759736,4.6947434058127575
4060,5,6,1,-74.10136124283822,4.718101655944593
4061,12,8,8,-74.0950882078363,4.7275594418615885
4062,12,5,1,-74.08072407258926,4.706098744007263
4063,12,10,10,-74.02231042042474,4.698231410721483
4064,12,8,10,-74.18559637586782,4.619956050393557
4065,12,5,1,-74.13232379730759,4.60713881575286
4066,12,6,1,-74.0630575123143,4.677825846454568
4067,12,4,3,-74.12210515606589,4.74354460257081
4068,12,8,6,-74.11861468441735,4.610126298678635
4069,12,7,9,-74.0937361775018,4.588978595358934
4070,8,10,8,-74.02971648754925,4.70850906532954
4071,12,4,3,-74.02660612195893,4.727040422953479
4072,12,7,7,-74.16341588204185,4.573108516873381
4073,12,8,4,-74.0804019254713,4.674322853152815
4074,12,6,9,-74.14620675693298,4.599878490007187
4075,12,6,10,-74.10135391585834,4.664690205375294
4076,12,4,7,-74.08984720369652,4.602003948135131
4077,12,7,7,-74.10674497154635,4.680871259844222
4078,12,6,6,-74.1781677708834,4.615303432164357
4079,12,2,4,-74.10563179468113,4.667653293100249
4080,12,1,9,-74.05445437518671,4.687865158220975
4081,12,8,6,-74.1662879306589,4.633005156054296
4082,12,4,4,-74.16966498365679,4.623056679293607
4083,12,8,10,-74.02535713746241,4.7321955045774615
4084,12,8,5,-74.11640889758212,4.636235462529817
4085,12,5,5,-74.10623097623424,4.551404129324254
4086,12,7,10,-74.17430956686162,4.571811493218293
4087,9,1,1,-74.12305793865119,4.511666820911801
4088,12,3,7,-74.12028526844715,4.592417284688671
4089,10,1,10,-74.15051359324532,4.628820664142483
4090,12,5,10,-74.06864287453077,4.612955555249236
4091,11,5,9,-74.11954883081107,4.681056343580852
4092,12,3,1,-74.10733984353446,4.690646331843442
4093,12,4,5,-74.1708173042786,4.646374723876401
4094,11,6,10,-74.16113543963779,4.549623098497994
4095,8,8,8,-74.11486378895526,4.544181358104073
4096,12,4,6,-74.15134728008286,4.679601920005063
4097,12,6,10,-74.1123390189596,4.526015349558294
4098,12,2,7,-74.10398764106755,4.599703494691186
4099,12,7,10,-74.1520885556787,4.683287827796335
4100,12,5,2,-74.15685802340022,4.65751552283267
4101,12,6,3,-74.11730207017187,4.637280637531211
4102,12,10,10,-74.17786961149115,4.628615217444774
4103,12,3,10,-74.13830580061628,4.635994434280838
4104,11,3,1,-74.16306896774994,4.61214451207347
4105,12,2,4,-74.1391962394444,4.6504933273647815
4106,12,2,10,-74.1364840114013,4.713610218930642
4107,12,4,7,-74.1296268583511,4.66680035342585
4108,12,3,3,-74.1006572040079,4.502555773844233
4109,12,5,10,-74.09541307156903,4.600209180614575
4110,12,4,10,-74.09773078421534,4.584919279519784
4111,12,2,7,-74.12442832850307,4.650588104390301
4112,12,6,8,-74.14597880587266,4.626624245911818
4113,12,6,1,-74.16767886968314,4.672575524976042
4114,12,1,6,-74.07320178086111,4.551109010456756
4115,11,8,7,-74.12599474641722,4.708091223557932
4116,12,4,5,-74.09148284397163,4.723410887527426
4117,12,2,2,-74.11658971545275,4.59236645241716
4118,12,7,7,-74.08623619447846,4.727721100266405
4119,12,10,10,-74.13992064596162,4.651903939810821
4120,12,10,10,-74.07898790036263,4.579851091582431
4121,12,7,1,-74.03593987967241,4.788365108480853
4122,12,6,4,-74.13659192303332,4.5581742279634
4123,10,3,10,-74.06877837257048,4.798496684499983
4124,12,6,3,-74.09876860021001,4.716665788303693
4125,12,3,5,-74.12379822325583,4.6659431169008085
4126,12,8,7,-74.08017750355269,4.5758201699248895
4127,12,2,8,-74.11801393934157,4.505171737849761
4128,12,1,5,-74.13301123043075,4.727834685199713
4129,12,7,2,-74.06969692002234,4.589102529529857
4130,12,10,1,-74.07643716367353,4.614466796688328
4131,12,5,10,-74.10467938281364,4.596600400071569
4132,10,4,1,-74.12752806780568,4.640393282159861
4133,12,4,5,-74.09032781734561,4.691905489446093
4134,12,1,10,-74.14959833073053,4.685861531938065
4135,11,5,1,-74.09052732565829,4.736989614856869
4136,12,9,5,-74.1386311800427,4.594842933153304
4137,12,5,6,-74.07062397397243,4.688320826441472
4138,12,2,10,-74.17500751014268,4.598991465339717
4139,12,2,2,-74.17186599345962,4.641488275046219
4140,12,2,2,-74.1272515005554,4.659090825747144
4141,12,2,10,-74.05500440252113,4.732590000401915
4142,12,2,10,-74.11601756650842,4.736006867412009
4143,9,5,6,-74.1176303018765,4.631243136339595
4144,12,5,10,-74.16566440653928,4.564947818772694
4145,11,3,1,-74.1375826324207,4.641355015859285
4146,12,4,4,-74.11975890412035,4.545556249851457
4147,12,3,7,-74.11117142763642,4.594970096876984
4148,10,3,10,-74.02450759189338,4.742139491500126
4149,11,6,4,-74.0689181413354,4.69352521635106
4150,12,2,2,-74.11063679289278,4.61010694879764
4151,12,4,10,-74.15860104139348,4.669045559819875
4152,12,6,4,-74.13838757168105,4.588251484530052
4153,12,5,1,-74.05101514093278,4.690682131968202
4154,12,8,4,-74.02699251870239,4.744474714404296
4155,11,5,6,-74.05707369144805,4.708600945807411
4156,12,7,8,-74.12955922769933,4.739548940767987
4157,12,6,2,-74.05155933856533,4.7767601025636575
4158,12,8,10,-74.14252643784282,4.66240430641725
4159,12,6,10,-74.16395803973987,4.610956981739031
4160,10,9,8,-74.13318393481742,4.578931807312666
4161,12,5,10,-74.11775368157869,4.627635468137216
4162,8,6,10,-74.16609033583364,4.590127786487797
4163,12,3,6,-74.12534111701166,4.712137582951796
4164,12,9,3,-74.16247195304427,4.617299279168335
4165,12,5,5,-74.07900039114168,4.544047103231714
4166,9,9,9,-74.09975748699743,4.610912415043499
4167,12,4,6,-74.10886700045543,4.672608178766989
4168,12,3,6,-74.08575632702824,4.647022088794722
4169,12,2,5,-74.12319196270661,4.581524961797295
4170,12,8,9,-74.16444113326313,4.620480390995507
4171,12,3,8,-74.07948739999864,4.750801391677317
4172,12,5,1,-74.09312791507499,4.613889368019313
4173,12,5,10,-74.08765546714824,4.673729771484505
4174,11,8,1,-74.0856134957231,4.769641020460768
4175,12,4,4,-74.08867338990001,4.644368041177578
4176,6,5,2,-74.12167282175366,4.649368530242073
4177,12,6,10,-74.12966679516514,4.630496565355353
4178,12,3,10,-74.06335120418849,4.663266014178745
4179,12,5,6,-74.16214077417763,4.55023751732544
4180,9,4,4,-74.15918719471854,4.586838022953193
4181,12,5,10,-74.12939500461897,4.594834105531465
4182,7,7,7,-74.10597994454831,4.545581883630254
4183,12,6,10,-74.06000155017988,4.628930966945821
4184,8,4,9,-74.12260929510309,4.700674056132642
4185,10,8,9,-74.09568573042941,4.54047035208849
4186,12,3,8,-74.10795580102871,4.7158317820504525
4187,12,7,10,-74.10982763997926,4.579802998742757
4188,12,9,10,-74.06050077684965,4.674725910658277
4189,12,8,6,-74.15059948679357,4.719375676027063
4190,12,6,10,-74.04298834599321,4.690209729294714
4191,12,5,6,-74.05163618977339,4.668650097689233
4192,12,4,4,-74.10379856986788,4.7371848317661405
4193,12,4,10,-74.12811777628005,4.562515326916484
4194,12,3,3,-74.10374150738457,4.4993348818373065
4195,12,3,2,-74.13053950811383,4.641892917074778
4196,12,4,7,-74.06860479936483,4.757365603135595
4197,12,5,10,-74.10219104621378,4.59526638640932
4198,12,2,2,-74.15406284169954,4.620614156748049
4199,12,3,10,-74.10914354990882,4.603592161238624
4200,12,3,5,-74.13186156652374,4.711972067288492
4201,12,4,1,-74.12515099635432,4.580836742942312
4202,12,4,6,-74.13699652374864,4.608198053893406
4203,12,1,6,-74.12043108236918,4.668473702588254
4204,12,6,2,-74.08438207777434,4.753861548723016
4205,12,10,10,-74.10606430097435,4.570172011868344
4206,12,5,2,-74.11894552133622,4.745506540335375
4207,8,7,1,-74.17636367730424,4.613485860538263
4208,12,4,10,-74.09441813361082,4.7638608735409855
4209,12,5,1,-74.14865127918776,4.599711990864785
4210,12,5,6,-74.0918370489361,4.5389359679305405
4211,12,8,7,-74.10662551864937,4.670147643442244
4212,12,6,7,-74.08099628996979,4.667438115633541
4213,12,6,9,-74.12713422141897,4.660023140943494
4214,12,6,6,-74.08018522000141,4.700464279340972
4215,11,4,10,-74.12674434444865,4.606213889249306
4216,12,4,2,-74.06425369167313,4.746954064198612
4217,12,8,9,-74.09870433149864,4.696820649899173
4218,7,6,8,-74.13488860823713,4.539085603911452
4219,12,9,10,-74.1330831495518,4.669184673452776
4220,12,6,9,-74.08740135697742,4.629546838779389
4221,12,1,3,-74.10647902710689,4.702957164943275
4222,12,4,2,-74.11113678819517,4.556326554868903
4223,12,6,9,-74.05675108348309,4.723413931714463
4224,12,3,6,-74.13727504043644,4.597241853235454
4225,8,5,3,-74.10926281968048,4.7470016425926
4226,12,4,6,-74.13005231341864,4.561998013339738
4227,12,5,10,-74.09542332576342,4.625393308091308
4228,12,5,10,-74.09665349461831,4.758656041036373
4229,7,5,10,-74.1180114895038,4.601279827156634
4230,12,5,1,-74.11577633759154,4.62363967982437
4231,12,3,9,-74.14980573427849,4.570098192698678
4232,10,5,10,-74.14187683393529,4.62562801310724
4233,12,9,1,-74.11975085121021,4.60616599563485
4234,12,6,1,-74.11072429222145,4.681660921076242
4235,12,2,1,-74.12689972447716,4.72592031890935
4236,12,4,2,-74.09230406429717,4.736009801514299
4237,12,8,6,-74.09386246361208,4.651580567956833
4238,12,5,4,-74.0796326890964,4.649116526569746
4239,12,1,5,-74.1083379031078,4.631479777632822
4240,11,7,5,-74.13648523406715,4.576723271749513
4241,9,6,6,-74.03081478666539,4.793595185678063
4242,12,3,6,-74.10082726847828,4.613826405263561
4243,12,6,8,-74.13607123682495,4.601165193750989
4244,12,9,10,-74.12005369707575,4.746072128740658
4245,12,8,1,-74.10887463500987,4.706819214527072
4246,10,5,7,-74.06287315911815,4.72092513691159
4247,12,4,8,-74.11265590783168,4.494638817902881
4248,10,3,3,-74.10550405272706,4.7408694830568585
4249,12,5,7,-74.08122335401322,4.672020371400104
4250,12,2,1,-74.17063443318044,4.612243794313796
4251,12,4,6,-74.18918140510765,4.599881581659856
4252,12,6,2,-74.13460461154335,4.713912063608627
4253,12,2,3,-74.11375661364097,4.589977205226725
4254,11,1,2,-74.04723295772457,4.752092412106826
4255,12,7,5,-74.11595442691808,4.658304428712146
4256,9,10,10,-74.13533190006909,4.590458309469584
4257,12,3,9,-74.14999237922012,4.6176327737953855
4258,12,6,4,-74.11556838075394,4.704958194377373
4259,12,9,1,-74.17803788099927,4.628507016434686
4260,12,8,5,-74.04766489028476,4.695485280995453
4261,12,3,8,-74.05237066219426,4.753111557843646
4262,10,8,5,-74.02146680553341,4.717797371127389
4263,12,5,10,-74.1606205176363,4.636915649111609
4264,12,7,10,-74.03374967735583,4.763048365413261
4265,12,8,9,-74.07504883854595,4.546481037923665
4266,7,7,2,-74.07168495367186,4.710268615863972
4267,6,7,4,-74.12081708296908,4.6456019734967455
4268,12,4,6,-74.08479303493834,4.678666121814831
4269,12,3,8,-74.13141511299285,4.647778343900185
4270,12,4,10,-74.07518695084612,4.6286894770202185
4271,12,4,7,-74.05289554141754,4.732464969815952
4272,12,3,2,-74.10798204290293,4.679215784961442
4273,12,8,10,-74.14195279069476,4.628423257741641
4274,12,5,7,-74.1060138166561,4.6529869987357655
4275,12,4,8,-74.12050355602898,4.527064525078953
4276,8,4,7,-74.07087096618109,4.722185561625137
4277,8,8,2,-74.08502634471317,4.557791030845887
4278,12,4,10,-74.10137651398851,4.735337386725135
4279,9,4,7,-74.17444137079636,4.628077824476432
4280,12,7,8,-74.03901502683676,4.7413724640316826
4281,12,4,2,-74.13064218666949,4.612578607472469
4282,12,3,4,-74.0958116784871,4.581883568302302
4283,12,1,1,-74.14251598679311,4.680231007746633
4284,12,2,9,-74.11171138027602,4.5507932404604965
4285,12,6,7,-74.12756927251475,4.604988396956894
